smiles,docking score,qed,sa,sim,combined score,seed
CC(N)CCC(C(=O)c1cccc2ccccc12)=C(N)c1c[nH]c2ccccc12,7.1,0.323418188736981,3.0779125707538366,0.3378378378378378,0.0435598411198712,0
C=C(N)c1ccc2ccc(C(=CC)C(=C)c3cccc4ccccc34)cc2n1,8.7,0.4246084702526104,2.759138313893432,0.2972972972972973,0.0866885458132677,0
C=C(c1cccc2ccccc12)N(C=C(C)N)Cc1nccn1CCC(=N)N,7.3,0.4139880322702843,3.144998197048253,0.2804878048780488,0.0671828175277035,0
CCc1cccnc1C(=O)OCC(O)CCC(C)(C)C,5.9,0.8132316802682551,2.9424701483620783,0.1341463414634146,0.087940379403794,0
CC(C#N)OCCNC(=O)Nc1ccc2ccc(C(=O)O)cc2c1,7.2,0.706093183455865,2.742822442073555,0.2222222222222222,0.1580246913580247,0
CCc1ccc2ccc(CN(CC)C(=O)OCc3cccc4ccccc34)cc2c1,6.0,0.3615824473070623,2.1546963139052995,0.4,0.1077216315380416,0
CCOC(CCOCC(C)C)C(=O)c1cccc2ccccc12,5.7,0.5051359324118515,2.7400781101653813,0.3285714285714285,0.1480146619560774,0
C=C(C)c1ccc2ccc(OC(=O)Cc3cccc4ccccc34)cc2c1,7.7,0.3239825326969415,2.127665015092461,0.3150684931506849,0.0277696183805343,0
CCONC(=N)CN(CCO)C1CCCCCCC1,5.5,0.3757599248780259,2.876913046088621,0.1012658227848101,0.0,0
O=C(NCC(O)c1cccc2ccccc12)C1SCCCS1,6.7,0.9021107312308344,3.033831476183039,0.2236842105263158,0.1590643274853801,0
COCCOCN(Cc1ccc2ccc(C(=N)N)cc2c1)C(=O)c1cccc2ccccc12,7.3,0.1727330416478165,2.4716910858839487,0.671875,0.1228323851717806,0
O=C(Nc1ccnn1-c1cccc2ccccc12)c1cc2n(n1)CCCC2,7.4,0.6062862691364983,2.579631923376484,0.1818181818181818,0.1292929292929293,0
C=C(c1cccc2ccccc12)N(CCC(C)c1ccccc1Cl)CC(C)(C)N,5.9,0.4506821323812437,3.130113291585884,0.3289473684210526,0.1177571171926165,0
C=C(N)c1cnc2ccc(CN(C#CC(=C)C3CCC3)C=C(C)C)cc2c1,7.1,0.5900602300562785,3.609471807991868,0.2,0.1351539413733536,0
Cc1c[nH]c(=Nc2c(C(F)(F)F)ccc3ccc(C(=N)N)cc23)nc1C(C)C,8.0,0.4551281942499051,3.3355227268488967,0.275,0.0925356047999325,0
Cc1ccc(CC(=O)NCCC(NCc2cnns2)C2CC2)o1,6.2,0.7335789970362289,3.482732354382703,0.1052631578947368,0.0725146198830409,0
CCOC(=N)C1(C(=O)c2cccc3ccccc23)CC1(C)N(C)C,6.1,0.5176270559304021,3.656437058776684,0.2876712328767123,0.1391466179692665,0
O=C(NCCc1cccc2ccccc12)c1ncc(F)cc1F,8.1,0.8011203356830892,2.051340472274532,0.2025316455696202,0.1440225035161744,0
C=C(N)c1ccc2ccc(CN(CCC)C(=C)c3cccc4ccccc34)cc2c1,7.7,0.3743934508794463,2.558226089983272,0.5384615384615384,0.2224746590869225,0
C=COC(=O)c1ccc2ccc(C(C)=CC(=O)O)cc2c1,6.3,0.5281415876271957,2.485493487806174,0.2083333333333333,0.0955324446723703,0
COCCCNCCNCc1ccc2ccc(C(=N)N)cc2c1OC,6.9,0.2835931844544761,2.404451019491919,0.2435897435897435,0.0,0
CCc1cc2c(cc1O)OC1(C)C2=CCC(N=C(O)c2cccc3ccccc23)C(C)OC1C,8.1,0.3621427309886874,4.450985233042119,0.2105263157894736,0.0,0
CCCCCCOC(C)CCNCc1ccc2ccc(C(=N)N)cc2c1,6.4,0.2961740306348762,2.7970687350191934,0.3648648648648648,0.0434054367998158,0
CC(C)=CN(C(=O)c1cccc2ccccc12)S(=O)(=O)O,6.6,0.8845272605800343,2.6172144706345986,0.3181818181818182,0.2262626262626262,0
CSCCN([P+](=O)c1cccc2ccccc12)C(C)(C)CC(C)C,4.9,0.5621114103209011,3.698413497287,0.2533333333333333,0.1172976937673054,0
CCC1CCCCN1C(=O)CN(C)CC(C)NC(=O)C1CCOCC1,6.0,0.7557998327159168,3.1956830833709,0.1098901098901098,0.0732600732600732,0
CC(CCc1ccccc1)C(=O)Nc1cccc(CSc2nc[nH]n2)c1,6.9,0.5830713507247193,2.9815447061320057,0.1976744186046511,0.1285303248564412,0
CC(C)N(C)c1ccc2ccc(C(N)=C3CNC3)cc2c1,7.0,0.908585285223206,2.881572267647025,0.2676056338028169,0.1902973395931142,0
COC(C)CCNC(=O)C1CC1(C)c1ccc2[nH]ccc2c1,6.5,0.8614431729644407,3.649670441953514,0.1444444444444444,0.102716049382716,0
COCC(C)CNCCCNC(=O)c1cccc2ccccc12,5.9,0.6998499973543478,2.4430393473896945,0.28,0.1835555555555555,0
C=C(N)c1ccc2ccc(N(CCC(C)N)C(=C)c3cccc4ccccc34)cc2c1,7.9,0.3869580616918858,3.194289816479797,0.4366197183098591,0.1589886435567964,0
C#CCCC(CNc1ccc2ccc(C(=N)N)cc2c1)NC,6.8,0.3600625129188725,3.1138475199175293,0.3108108108108108,0.0503988079855525,0
C=C(N)c1ccc2ccc(CN(CCCC)C(=C)c3cccc4ccccc34)cc2c1,6.8,0.3352449806225391,2.5696459680794934,0.5223880597014925,0.1832057175637558,0
CCc1ccc(CC(N=C(C)O)C(=O)c2cccc3ccccc23)cc1,6.6,0.3804014171292634,2.815579545830005,0.3142857142857143,0.0673330712284286,0
CC(O)CCN(Cc1ccc(SCCCO)cc1)S(=O)c1cccc2ccccc12,6.0,0.335591851598094,3.48620865018545,0.2962962962962963,0.0212587652629268,0
COc1c(C(=N)N)ccc2ccc(OC3CCCC3)cc12,6.3,0.6670944231623748,2.293322081970631,0.1973684210526315,0.1381578947368421,0
C=C(C(=O)N(C)C)c1ccc2ccn(C(=N)NCCC(C)C)c2c1,6.6,0.5035624220534328,3.1617267684870605,0.2658227848101265,0.1204517026585311,0
CN(C)C(=O)c1ccc(-c2ccc3ccc(C(=N)N)cc3c2)cc1,8.3,0.5732110943604696,1.978500082979684,0.4333333333333333,0.289098259693371,0
CC(C)CCN(Sc1ccc2ccc(C(=N)N)cc2c1)c1cccc2cccc(N)c12,7.5,0.1373147968523845,2.9380063259800195,0.4507042253521127,0.0,0
CC(Oc1ccccc1F)C(=O)N1CCSC2(CCCCC2)C1,7.4,0.8384021238435595,3.580905355371991,0.125,0.0888888888888889,0
N=C(N)COc1ccc(CNCCCCNC(=O)c2cccc3ccccc23)cc1,6.9,0.2233609502062603,2.1357971096612687,0.3116883116883117,0.0,0
C=C(C)NCC=CN(CN(C=C(C)C)C(=C)c1cccc2ccccc12)N(C)C,6.0,0.4324320559985473,3.6647976138289184,0.2195121951219512,0.034629500746999,0
O=C(c1cccc2ccccc12)N1CCCC(C[N+](=O)[O-])C1,6.7,0.646157795168498,2.628035219314908,0.2467532467532467,0.1754689754689754,0
COc1ccc2ccc(C(=N)NC(=O)c3cccc4ccccc34)cc2c1,8.7,0.4116110340494018,2.2468803997078446,0.3768115942028985,0.1339894245349692,0
CC(C)=CN(Cc1ccc2ccc(N(C)C)cc2c1)C(=O)c1cccc2ccccc12,6.8,0.3701540287376743,2.566358249056943,0.4492753623188406,0.1560386780846328,0
COc1ccc2ccc(C(N)=Cc3cc(N4CC5CCC(C4)O5)ccn3)cc2c1,7.6,0.7312872643848178,4.237639074862553,0.1777777777777777,0.1095209744295272,0
COc1cc(C(=O)O)ccc1Oc1cccc2ccccc12,7.6,0.7773732253895115,1.6702881923515918,0.2571428571428571,0.1828571428571428,0
CCNCCN(Cc1ccc2ccc(C(=N)N)cc2c1)C(=N)c1cccc2ccccc12,7.6,0.1878889769309692,2.57852712701132,0.6,0.1336099391509114,0
CC1CCCCN1C(=O)CCc1ccc2ccc(C(=N)N)cc2c1,8.3,0.6680217900230384,2.6211017120134485,0.3513513513513513,0.2498498498498498,0
C=C(C)c1ccc2ccc(CN(CCCC)C(=C)c3cccc4ccccc34)cc2c1,6.2,0.2848283043852237,2.50369315909073,0.4852941176470588,0.1171954462889057,0
CCN(CCNC(=O)c1cnnc(O)c1)C(=O)C(C)CCSC,6.8,0.7000482049548975,3.3967703164206657,0.1860465116279069,0.1322997416020672,0
Cc1cc(C(=N)N)ccc1OC(=O)c1cccc2ccccc12,8.4,0.3354601076572451,1.930224033328864,0.4375,0.1229938543340409,0
CC(=O)CCC(On1nnc2ccccc21)C(=O)c1cccc2ccccc12,7.8,0.4625534356693024,3.0123772822486874,0.2658227848101265,0.0912897567853717,0
C=C(C(CCC(C)C)=C(CCC)C(C)C)c1cccc2ccccc12,6.0,0.4283478963351057,2.741628493701727,0.3188405797101449,0.0981256506968337,0
