smiles,docking score,qed,sa,sim,combined score,seed
CCOc1cc(C#N)ccc1OC(=O)Nc1ccc(OCCOC)c(C(F)(F)F)c1,7.5,0.6226592688458923,2.3565687500690533,0.2525252525252525,0.2104377104377104,0
COc1cc(CCC(=O)Nc2cccc(-c3nnnn3C)c2)ccc1Oc1ccccc1,9.9,0.4502790751196004,2.161213355299161,0.1944444444444444,0.0462143035495131,0
CCOc1ccc(NC(=O)Nc2cccc(C(=O)NC3CC3)c2)cc1C(F)(F)F,8.5,0.652741936670844,2.043707229213533,0.3444444444444444,0.3253086419753086,0
CC=C(CC)OCCNC(=O)c1cnn2c(-c3cccc(N=C(O)Nc4ccc(Cl)c(C(F)(F)F)c4)c3)ccnc12,9.7,0.086154544321646,3.255711304182509,0.6063829787234043,0.0890263624657008,0
CC(C)c1ccc(CC(=O)N2CCOC3(CCN(C(=O)C4(C(F)(F)F)CC4)C3)C2)cc1,8.8,0.7229036126041388,3.7506298454411153,0.1296296296296296,0.1267489711934157,0
CCCCCCOC(=O)C1(Cc2nc(C(F)(F)F)ccc2S(C)(=O)=O)CC1,7.1,0.4577815728455259,2.813772115684176,0.1442307692307692,0.0015875143046328,0
CCNC(=O)Nc1ccc(NC(=O)OCCN(CC)CC)c(C(F)(F)F)c1,7.7,0.6315903423642596,2.3086739070435023,0.3604651162790697,0.3083979328165374,0
Cc1csc(C2CCCN(C(=O)Nc3cnccc3C(F)(F)F)C2)n1,8.9,0.8585482773307819,3.031535186216881,0.1792452830188679,0.1772536687631027,0
CCC1OC(C(=O)Nc2cc(C3CCCCN3CC#Cc3cc(COC)ccc3OC)[nH]n2)CCC1O,8.8,0.4672205336805767,4.225956137851281,0.1044776119402985,0.0,0
COc1cccc(C(=O)NCc2ccc(NC(=O)Nc3nccs3)cc2C(F)(F)F)c1,10.1,0.5056901192369312,2.261853836228392,0.3131313131313131,0.2261154801138525,0
CCN(CCCN)CCNC(=O)c1cnn2c(-c3cccc(N[IH](=O)Nc4ccc(Cl)c(OC)c4)c3)ccnc12,0.0,0.1128231377391381,3.793579858012493,0.6153846153846154,0.0,0
OC(=Nc1cccc(-c2ccnc3c(C4CCNCC4F)cnn23)c1)Nc1ccc(Cl)c(C(F)(F)F)c1,11.3,0.1668771805388731,3.947062418187581,0.43,0.0,0
CCN(CC)CCNC(=O)c1cnn2c(-c3cccc(NC(=O)NCC(C)(C)CO)c3)ccnc12,9.1,0.3337989169500799,2.725020028252436,0.7,0.3375077938050809,0
CCN(CC)CCOc1ccccc1NC(=O)c1ccc(-c2ncc(C(C)C)s2)cc1,8.8,0.4285577257355108,2.301187095210788,0.25,0.0768119984969439,0
CCC(=O)Cc1cc(-c2cccc(Pc3ccnc4c(C(=O)N=C5CCCCC5)cnn34)c2)ccc1NI,9.5,0.1488073188058946,4.163295821022965,0.2612612612612612,0.0,0
CN(C(=O)COc1ccc(C(F)(F)F)cc1)c1ccc2ccccc2c1,9.1,0.6630557451351718,1.9991000900959044,0.1935483870967742,0.1956989247311828,0
CCC(C)C(NC(=O)N1CCC(O)(c2c(F)cccc2F)CC1)C(=O)N(CC)CC,7.6,0.7045026299395254,3.365113718760286,0.1666666666666666,0.1407407407407406,0
CCc1ccc(C2CC(=O)C3=C(C2)N=C2C3=NN2Cc2cccc(F)c2)cc1,10.5,0.7987030796298142,3.259365316436723,0.128440366972477,0.1327217125382263,0
COCCN(C(=O)C(=O)Nc1ccc(OC)cc1C(F)(F)F)C(C)C(N)=O,7.2,0.674014679531588,3.0087577434832724,0.21,0.168,0
CCC1C(CNC(=O)C(=Cc2cccnc2)c2ccccc2)CCN1C(=O)c1ccc(C)c(F)c1F,10.7,0.4604097808700196,3.5452231906588523,0.1610169491525423,0.0221409543566474,0
C=C(N=CN(CC)CC)c1cnn2c(-c3cccc(C(F)(F)F)c3CC)ccnc12,8.6,0.3876474257507813,3.350255497057004,0.3763440860215054,0.1567030001379628,0
