smiles,docking score,qed,sa,sim,combined score,seed
OC(=Nc1c(F)ccc(F)c1F)C1CCCCN1,7.8,0.4864659983399924,3.390480958449734,0.0694444444444444,0.0,0
CC(C)c1nccc(-c2cccc(O)c2)n1,7.5,0.8354925887115413,2.095548475348332,0.1194029850746268,0.099502487562189,0
CCCCC1=Nc2ccccc2-c2ncnc3[nH]cc1c2-3,7.3,0.7771225728745924,2.8262103698118217,0.7708333333333334,0.4866666666666666,0
OCC1CCCCN1C1(CO)CCCC1,5.9,0.7385961652658574,3.22852241512578,0.044776119402985,0.0293532338308457,0
CC(CO)COC1CCCCCC1N,6.0,0.6738846818820192,3.4373837689509736,0.0588235294117647,0.0392156862745098,0
CNC(Cc1cc(Br)ccc1F)c1ccco1,7.0,0.9310919102272044,2.70783599891376,0.081081081081081,0.063063063063063,0
CCCCNCC1CCC(C(C)O)C1,5.7,0.6426056234326628,3.264093828122572,0.0579710144927536,0.0367149758454106,0
CC(C)Nc1ccc(CNN(C)C)cn1,6.1,0.7188776448958981,2.5702246760271823,0.1044776119402985,0.0708126036484245,0
Cc1cc2nc(C)n(CO)c2cc1C,7.0,0.7455517153960376,2.3351575087690613,0.0952380952380952,0.074074074074074,0
CCCCC1=Nc2ccccc2-c2ncnc3[nH]cc(c23)N1,7.7,0.7569449969601203,3.0338630021571715,0.5172413793103449,0.4425287356321839,0
C#CC(O)=NC(C)C1OCC(CO)C1O,5.8,0.3298121410161414,5.081330047884558,0.04,0.0,0
CCC(C)NC(=S)NC1CCCCC1,6.2,0.7061759718686483,2.504122118149958,0.0441176470588235,0.030392156862745,0
CCCCC1=Nc2ccccc2-c2ncnc3[nH]cc1c23,7.4,0.7771225728745924,2.8262103698118217,0.7708333333333334,0.4933333333333333,0
OCCCC1=Nc2ccccc2-c2ncnc3scc1c23,8.1,0.8033587487480685,2.853243868571127,0.5740740740740741,0.4911522633744856,0
CN=c1[nH]nc(C(C)n2ccnc2CO)s1,5.8,0.808176253803228,4.274350007806152,0.1388888888888889,0.0718258390031097,0
Brc1ccc2sc(=NCCCN3CCNCC3)[nH]c2c1,7.0,0.8261299388732325,2.981937698911647,0.075,0.0583333333333332,0
CCC1CCC1NCCN1CCNC1=O,6.0,0.7059129468393462,3.373872387413968,0.054054054054054,0.036036036036036,0
CCCCC(=O)N1CC(C)C(C)(CO)C1,6.1,0.7711656120446546,3.453366779184988,0.0555555555555555,0.0376543209876543,0
CCOC(=O)C(C)C(=O)CC(O)OC,4.9,0.3774288223509809,3.538525399919364,0.0298507462686567,0.0,0
C=CCCCC(O)=NCCN=c1ccc2ccccc2[nH]1,7.1,0.3478212989130497,3.251227983609975,0.1506849315068493,0.0,0
CC1CCCN1CCN1CCc2cccc(CO)c21,7.5,0.8970683528396748,2.93036711933898,0.0909090909090909,0.0757575757575758,0
CCN(CCI)C(CO)C(O)CN=O,4.9,0.381980686214276,4.512206481000446,0.0422535211267605,0.0,0
CC(C)CCCCC(C)C(C)C,5.4,0.5149982257966293,2.4361622501932008,0.0357142857142857,0.0,0
N#CCCCC1=Nc2ccccc2-c2ncnc3[nH]cc1c23,7.8,0.7449864943004318,3.027764303932317,0.7254901960784313,0.52,0
O=C(O)COc1nc2ccccc2s1,6.5,0.8362880186159729,2.0495425087690613,0.15625,0.1128472222222222,0
OCc1nn[nH]c1-c1cc(F)cc2c1OCOC2,7.7,0.8308561764090072,3.3391882070570045,0.1184210526315789,0.1013157894736841,0
CCN=C(O)C1COC2(CCCCC2)C1,6.5,0.56335460996197,4.188160369766068,0.0277777777777777,0.0,0
C#CCCCC1=Nc2ccccc2-c2ncnc3[nH]cc1c23,7.6,0.586823013376152,3.119008327600957,0.7254901960784313,0.4955394335176394,0
CCCCN1CCCNC(=O)C1Cc1ccccc1Cl,7.4,0.905535685093758,2.693702267120514,0.1012658227848101,0.0832630098452883,0
FC1CCCN(COC2CCOC2)C1,5.9,0.6872802362204233,3.68674378641092,0.0133333333333333,0.0087407407407407,0
CC(=O)C(C)(C)CC(=O)n1cccn1,5.5,0.7327573962836338,2.9483437873553395,0.0746268656716417,0.0456053067993366,0
