smiles,docking score,qed,sa,sim,combined score,seed
N#CCC[NH+]1CCN(C=CC2=CN=C3C=CC(n4cnnc4)=CC23)CC1,8.8,0.8289666514816421,5.487766126816586,0.4594594594594595,0.4411962009334894,0
Cc1ccccc1C1CCC(C)CN1C(=O)c1nnc(O)nc1O,7.7,0.8765640592686894,3.5289536228096647,0.0978260869565217,0.5133333333333333,0
C(=CN1CC[NH+](Cc2ccccc2)CC1)C1=CN=C2C=CC(n3cnnc3)=CC12,7.0,0.8499114669124446,4.987249690053316,0.5285714285714286,0.3898805796625199,0
C1=CC2=NC=C(CCCC3CC3)C2C=C1Cc1cnc(C=Cc2ccccc2)s1,6.7,0.4752512868808562,3.969862267932535,0.3214285714285714,0.3537981802335263,0
CCCN(C(=O)NCc1ccccc1Oc1ccccc1)C(C)C,6.5,0.793143825733794,1.961419229329385,0.0909090909090909,0.4333333333333333,0
Fc1cc(F)c(CCCC2=CN=C3C=CC(n4cnnc4)=CC23)cc1F,9.5,0.7577659519518228,4.120378714229172,0.4776119402985074,0.6206266912758095,0
CCC(CC)N=C(O)C1=CN=C2C=CC(n3cnnc3)=CC12,8.2,0.670409068850097,4.70358247206216,0.380281690140845,0.482562485878781,0
OC(=Nc1ccnn1Cc1ccccc1Cl)N1CCC(CF)C1,8.3,0.687224473597426,3.528336550186899,0.1318681318681318,0.5533333333333333,0
Fc1ccc(OCCCC2=CN=C3C=CC(n4cncn4)=CC23)c(C(F)F)c1,9.5,0.6548072599766992,3.991937966009372,0.313953488372093,0.6333333333333333,0
CN(C)CC[NH+]1CCN(C=CC2=CN=C3C=CC(n4cnnc4)=CC23)CC1,8.7,0.7652472750496067,5.369200210946278,0.4594594594594595,0.4476439796085263,0
O=NCC[NH+]1CCN(C=CC2=CN=C3C=CC(n4cnnc4)=CC23)CC1,9.2,0.7379539530495087,5.583723569374028,0.4594594594594595,0.4514415906862104,0
COC(=O)CSCC[NH+]1CCN(CCCCCCc2ccccc2)CC1,6.7,0.444266848699742,3.226332323471757,0.3421052631578947,0.3307319873653635,0
Cc1noc(C(C)NC(=O)NCC2CCN2Cc2ccccc2)n1,8.2,0.8469145719496823,3.077197350658716,0.1489361702127659,0.5466666666666666,0
C(=Cc1ccccc1)C=NNCCCC1=CN=C2C=CC(n3cnnc3)=CC12,9.2,0.4375007866247024,4.254569406790813,0.4864864864864865,0.4212003758555239,0
CC(N=C(O)Nc1ccc2c(c1)C(=O)CCCC2)c1ccccc1,10.5,0.4896901552237303,2.886654269558207,0.0769230769230769,0.5332181690213954,0
C1=CC2=NC=C(c3n[nH]c(C=Cc4ccccc4)n3)C2C=C1n1cnnc1,10.3,0.7809914205750462,4.150102537030884,0.3636363636363636,0.6369888348566373,0
COc1ncccc1C(=O)NCCNCCc1ccccc1F,7.5,0.7287939190588835,2.039202010736071,0.086021505376344,0.5,0
Cc1cncn1CC(=O)NC1CN(C(=O)c2ccsn2)CCC1C,8.4,0.9043662706463668,3.7257683421991423,0.1,0.56,0
COc1ccc(CC(C)(O)C(=O)NC2CC2(C)c2ccccc2)cc1F,8.3,0.8356310156997403,3.534779862071609,0.1030927835051546,0.5533333333333333,0
COC=CN1CC[NH+](CC(O)C[NH+]=C(O)C=Cc2ccccc2)CC1,5.7,0.2601670916528335,5.001863922480616,0.1573033707865168,0.1013211096230223,0
Cc1ccccc1CCc1nc(-c2ccccc2-n2cnnc2)nn1C,9.8,0.5578645834630417,2.613341230354349,0.1829268292682926,0.6074525464375343,0
CC1CN(c2nnc(C3OCCC3C)n2CCc2ccccc2)CC1C,9.4,0.8208745604697129,3.856507957005841,0.1951219512195122,0.6266666666666667,0
O=S(=O)(c1ccccc1)N1CC[NH+](Cc2ccc3ccccc3c2)CC1,10.4,0.7656439353573425,2.956541837641799,0.1948051948051948,0.6933333333333334,0
O=C(OCCN1CC[NH+](CCOc2ccccc2)CC1)C1CCOC1,7.1,0.6615803979382325,3.7925513964930895,0.253012048192771,0.4733333333333333,0
Cc1ccc2c(c1)CN(c1nnnn1CC1CCCC(O)C1)C2,7.0,0.9391885058109736,3.4636123713571987,0.0967741935483871,0.4666666666666667,0
CCOC[NH+]1CCN(C=CC2=CN=C3C=CC(OC)=CC23)CC1,5.6,0.7858338884945946,5.3077275740883705,0.2650602409638554,0.2919636176122791,0
CCC(C)[NH+]1CC=C(CCC2=CN=C3C=CC(n4cnnc4)=CC23)CC1,9.5,0.8012735128566325,5.698928546282135,0.4594594594594595,0.4540019867813302,0
CCC[NH+]1CCC(C#N)(CC=Cc2ccccc2)CC1,7.4,0.8743741618855391,3.92866247974157,0.175,0.4933333333333333,0
COCCN=C(O)CNCCCC1=CC=C2C=CC(n3cnnc3)=CC21,6.2,0.3815814732124956,4.3640394429741125,0.2790697674418604,0.2377889643637247,0
CN(C1=CN=C2C=CC(n3cnnc3)=CC12)c1nccc2c(N)c(C=O)ccc12,6.2,0.548877031798131,4.446443816616407,0.3023255813953488,0.3473602700940266,0
CCCC(CSNC1=CN=C2C=CC(n3cnnc3)=CC12)c1ccccc1,8.7,0.6919350625792587,4.588689814526786,0.3717948717948718,0.5230933179290773,0
CC12CCC(=O)C=C1CCC1C2CCC2(C)C(CCC=Cc3ccccc3)CCC12,10.6,0.5057964173892234,4.047077684959524,0.09,0.5456298621282286,0
Cc1ccc(O)c(C(=O)N2CC[NH+](CCc3ccccc3)CC2)c1,9.3,0.8895446028402617,3.097076282250887,0.2894736842105263,0.62,0
[NH3+]C1=CC2=NC=C(CCCC3OCCO3)C2C=C1Cn1cnnc1,7.8,0.8378964883296087,4.825477803403418,0.2911392405063291,0.4484585903717038,0
O=[S+]C1=CC2C(C=NN3CC[NH+](CCn4cnnc4)CC3)=CN=C2C=C1,9.0,0.529813757537004,5.7826514415019,0.345679012345679,0.351548613386814,0
CCc1ccccc1CCN1CCC1CNC(=O)COC,7.0,0.7910047209281087,2.682011306736145,0.1511627906976744,0.4666666666666667,0
CC(C)n1cnnc1SCc1nc(-c2ccc(O)c(Cc3ccccc3)c2)no1,10.6,0.4511960669300051,2.5201649215212267,0.1326530612244898,0.49130238399045,0
Cc1ccccc1CC[NH+]1CCN(CCCC2=CN=C3C=CC(n4cnnc4)=CC23)CC1,10.3,0.6998646601419428,4.737862869995458,0.78125,0.5729882652671614,0
CN(C)C(=O)C[NH2+]CCC[S+]1CC[NH+](CCc2ccccc2)CC1,7.2,0.424921960579165,4.671452201983329,0.2469135802469135,0.2862213923046657,0
O=C1CC2(CN1)CNC(c1nncn1C1CC(c3ccc(F)cc3)C1)C2,9.9,0.8842553446941793,4.418183528456398,0.0918367346938775,0.6077977935680812,0
Cc1cc(=NCCCCC2=CN=C3C=CC(n4cnnc4)=CC23)[nH][nH]1,9.6,0.7940718548518217,4.9213385066802005,0.4324324324324324,0.5417238926207787,0
O=C(O)C[NH+]1CCN(SCCC2=CN=C3C=CC(n4cnnc4)=CC23)CC1,9.1,0.6389913388635918,5.494639354081626,0.5138888888888888,0.45554202086508,0
CCN1C=C(N)C(C2=CN=C3C=CC(c4ccc(F)c(F)c4)=CC23)C=N1,10.1,0.9034512316565656,4.7405345947511766,0.1758241758241758,0.5726973441270943,0
Cc1cc(C[NH+]2CCN(S(=O)(=O)c3ccccc3)CC2)nn1-c1ccccc1,9.8,0.705449790639427,3.1148793395344585,0.180722891566265,0.6533333333333334,0
O=S(=O)(c1ccc2ccccc2c1)N1CC[NH+](C2=CC=C2)CC1,8.8,0.9198643493617104,3.284873339407401,0.1375,0.5866666666666667,0
O=S(=O)(c1ccccc1)N1CC[NH+](c2cnc(-c3ccc4ccccc4c3)o2)CC1,11.9,0.5513136094602804,3.151062669101828,0.1348314606741573,0.6003192636345277,0
O=S(=O)(c1ccccc1)N1CC[NH+](CC2CC[NH+]O2)CC1,7.3,0.6530241454685556,4.700816552637783,0.1875,0.4298226573971576,0
C=NC=C(C=Cc1nc(C2=CN=C3C=CC(n4cnnc4)=CC23)n[nH]1)c1ccccc1,7.7,0.4988163457165094,4.599718145759214,0.3218390804597701,0.3754558766425032,0
O=S(=O)(c1ccccc1)N1CC[NH+](Cc2ccsc2)CC1,8.2,0.905815513767674,3.34012256116357,0.1948051948051948,0.5466666666666666,0
CCCC1=CC2C(CCCc3cc(F)c(F)cc3F)=CN=C2C=C1,8.5,0.5949196453732927,3.863625015180871,0.2972972972972973,0.5618685539636653,0
CC1(C)C[NH+]1CS(=O)(=O)c1ccc2ccccc2c1,8.3,0.8569483831570291,3.431478937520799,0.1,0.5533333333333333,0
CC(c1ccccc1)N1CC[NH+](Cc2ccc3ccccc3c2)CC1,9.9,0.7706678280385941,3.449978839320533,0.1923076923076923,0.66,0
O=S(=O)(c1ccccc1)c1ccccc1Cc1ccc2ccccc2c1,11.1,0.4983324838885811,1.867217546143824,0.1,0.5426287046786773,0
CC[NH+]1CCN(S(=O)(=O)c2ccc3ccccc3c2F)CC1,8.6,0.9113853369201108,3.3569533820006523,0.1604938271604938,0.5733333333333334,0
